Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
The Island,"Action, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action,Action Thrillers,Sci-Fi Thrillers,Action & Adventure,Futuristic Sci-Fi,US Movies",English,Movie,2.6,"Russia,Japan,Portugal,Spain,Italy,India,South Africa",> 2 hrs,Michael Bay,"Alex Kurtzman, Roberto Orci, Caspian Tredwell-Owen","Sean Bean, Scarlett Johansson, Ewan McGregor, Djimon Hounsou",PG-13,6.8,40.0,50.0,1.0,6.0,"$35,818,913",22 Jul 2005,2015-04-14,,https://www.netflix.com/watch/70021649,https://www.imdb.com/title/tt0399201,"Two members of a strictly regulated futuristic colony make a startling discovery about their existence, leading them to stage a desperate escape.",300574.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTFa4SUqXD6mos2uWRPG06wooX6cR9X1-O9t6oQ57r0-gASQmXm8Lzc3xixYM2ptZ7b-noPkf-0pJdWAAtAEiXpu2w.jpg?r=909,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1_SX300.jpg,https://www.youtube.com/watch?v=91SMVT1RiPA,YouTube
The Ides of March,"Drama, Thriller","Thrillers,Award-winning Movies,Dramas,Political Dramas,Political Thrillers",English,Movie,3.7,"South Africa,Germany",1-2 hour,George Clooney,"Grant Heslov, Beau Willimon, George Clooney","Paul Giamatti, Philip Seymour Hoffman, Ryan Gosling, George Clooney",R,7.1,83.0,67.0,9.0,35.0,"$40,962,534",07 Oct 2011,2015-04-14,"Smoke House, Appian Way",https://www.netflix.com/watch/70202140,https://www.imdb.com/title/tt1124035,Dirty tricks stand to soil an ambitious young press spokesmans idealism in a cutthroat presidential campaign where victory is relative.,215797.0,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV4VAjIZbMlanEE0suy_DPG_b1IzO2qlRI0sAMlyD3nNc3k_tv3rRTN0IbSyDkpBA8HX5J5OGXd7DWQV17A8VG33Jw.jpg?r=070,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU4MjkzNTY0OF5BMl5BanBnXkFtZTcwNDI5ODIxNg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Uha0XfGBdMw,YouTube
Wuthering Heights,"Drama, Romance","Romantic Dramas,Dramas,International Movies,Dramas based on a book,British Films,Romantic Films,British Dramas,Social Issue Dramas,Independent Films,Films Based on Books,Romantic Independent Films,Romantic British Films,Period Pieces,British Period Pieces",English,Movie,3.6,United Kingdom,> 2 hrs,Andrea Arnold,"Emily Brontë, Olivia Hetreed, Andrea Arnold","James Howson, Paul Hilton, Solomon Glave, Shannon Beer",Not Rated,6.0,68.0,70.0,6.0,9.0,"$100,915",11 Nov 2011,2015-04-14,"Ecosse Films, UK Film Council, HanWay Films",https://www.netflix.com/watch/70211044,https://www.imdb.com/title/tt1181614,The youthful love between two English adolescents becomes an obsessive passion that wreaks havoc as the pair navigates adult life.,9475.0,https://occ-0-64-58.1.nflxso.net/art/6cfee/a85f09da704e61be17628ff0400a9f55a8e6cfee.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNjg5NDM2MjA3OV5BMl5BanBnXkFtZTcwOTE0MzA1OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=3EceNo1LJj4,YouTube
Silent Hill,"Action, Adventure, Fantasy, Horror, Mystery","Horror Films,Mysteries,Supernatural Horror Movies",English,Movie,2.1,"Japan,Brazil,Argentina,Mexico,Colombia",> 2 hrs,Christophe Gans,Roger Avary,"Sean Bean, Deborah Kara Unger, Laurie Holden, Radha Mitchell",R,6.5,31.0,31.0,,8.0,"$46,982,632",21 Apr 2006,2015-04-14,"TriStar Pictures, Davis Films",https://www.netflix.com/watch/70044591,https://www.imdb.com/title/tt0384537,"When her adopted daughter goes missing after a car crash, Rose searches for her in Silent Hill, a ghost town haunted by nightmarish beings.",214160.0,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVvTTEga2Ao6zcpHjplEoxA5McGdN9sB6VWC0MbWSHODcUPmBMjTK-8zrQtNt7C4s4x4dvWMTCauLfS5WqY5aqO48w.jpg?r=fbe,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NzQ3NTgxNV5BMl5BanBnXkFtZTcwMTMwOTIzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=WWMGZe6iucw,YouTube
Homevideo,Drama,"Dramas,German Dramas,German Films",German,Movie,8.1,"Switzerland,Germany",1-2 hour,Kilian Riedhof,Jan Braren,"Sophia Boehme, Jonas Nay, Wotan Wilke Möhring, Nicole Marischka",,7.4,,,20.0,1.0,,19 Aug 2011,2015-04-14,teamWorx Television &amp; Film GmbH,https://www.netflix.com/watch/80001124,https://www.imdb.com/title/tt1969057,"A teenagers intimate video of himself accidentally fall into the hands of bullies, wreaking havoc in his already troubled life.",1115.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeppYQVD-fHw0-eW5DsuM5cJm8e1dt0BoM51jIU_kO7tNDcnVxGrhiWIOoV5jihp2_LSWZbJj2xNCBU0oBHOmV1AKA.jpg?r=61f,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNDk2NjA2M15BMl5BanBnXkFtZTgwOTcyNjAzMTE@._V1_SX300.jpg,,
Herr Lehmann,"Comedy, Drama","German Comedies,Comedies,Dramas,Films Based on Books,German Films",German,Movie,5.6,"Switzerland,Germany",1-2 hour,Leander Haußmann,Sven Regener,"Janek Rieke, Christian Ulmen, Katja Danowski, Detlev Buck",,7.2,89.0,,4.0,5.0,,02 Oct 2003,2015-04-14,,https://www.netflix.com/watch/70308098,https://www.imdb.com/title/tt0322545,"In a bohemian district of 1989 West Berlin, a young bartender fights with his parents -- remaining oblivious to the momentous fall of the Berlin Wall.",6844.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQbacFD97BcsMUOm66JdErLUijixGJ2rhwDK_ZTBEAt9pLRXhi1gpRYa1xeOSTwP7ZyH9-NEqkZ6E2F892Z2JE2uqA.jpg?r=923,http://ia.media-imdb.com/images/M/MV5BMTQ2NTc5MTczNF5BMl5BanBnXkFtZTcwNzQ2MDc4MQ@@._V1_SX300.jpg,,
Notting Hill,"Comedy, Drama, Romance","British Films,Comedies,International Movies,Romantic Films,Romantic Comedies,Romantic Favorites,British Comedies,Romantic British Films","English, Spanish",Movie,3.7,"Lithuania,Russia,United Kingdom,Hungary,France,Switzerland,Brazil,Netherlands,Germany,South Africa,Israel,Czech Republic,Poland,Turkey",> 2 hrs,Roger Michell,Richard Curtis,"Richard McCabe, Rhys Ifans, Hugh Grant, Julia Roberts",PG-13,7.1,83.0,68.0,11.0,17.0,"$116,089,678",28 May 1999,2015-04-14,PolyGram Filmed Entertainment,https://www.netflix.com/watch/21304015,https://www.imdb.com/title/tt0125439,"A chance encounter brings together reserved bookstore owner William Thacker and Hollywood icon Anna Scott, who forge an improbable romance.",276370.0,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTcwsGLWBIw4qwEU4SEbfx_47U-_ISOSzupjD8gunvX9AInhQ4PY9EhUKKx8NV_4Oz6uZseiZyfmB5gzorBrFf1Bgg.jpg?r=798,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5OTkwYzYtNDhlNC00MzljLTk1YTktY2IxZjliZmNjMjUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=4RI0QvaGoiI,YouTube
Helmut Schmidt -- Lebensfragen,"Biography, Drama, History","Political Documentaries,Biographical Documentaries,Documentaries,Historical Documentaries,German Films,Documentaries",German,Movie,8.7,"Switzerland,Germany",1-2 hour,Ben von Grafenstein,Sebastian Orlac,"Bernhard Schütz, Britta Hammelstein, Ludwig Blochberger, Bibiana Beglau",,7.5,,,,,,23 Dec 2013,2015-04-14,,https://www.netflix.com/watch/70308062,https://www.imdb.com/title/tt3431102,"This made-for-TV drama charts the life of former West German Chancellor Helmut Schmidt, who led his nation through the turbulent 1970s and early 80s.",81.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbBJCHs43fCI9prklt3vpqzlz5noccEGhivCnr5mx73Hj39j43fybWKXbNmjCTCUkW9Ge8b529gV9rplEu0K1IJG9w.jpg?r=d04,https://images-na.ssl-images-amazon.com/images/M/MV5BNzI4NDkyODI0M15BMl5BanBnXkFtZTgwMTg3Mzc4MzE@._V1_SX300.jpg,,
Hitman,"Action, Crime, Thriller","Crime Films,Crime Action,Action,Action Thrillers,Action & Adventure","English, Russian, Serbo-Croatian",Movie,2.1,"South Korea,France,Switzerland,Hong Kong,Thailand,Germany,Singapore,Malaysia",1-2 hour,Xavier Gens,Skip Woods,"Robert Knepper, Dougray Scott, Olga Kurylenko, Timothy Olyphant",R,6.3,28.0,35.0,2.0,,"$39,687,694",21 Nov 2007,2015-04-14,"Red Duck Films, Right Hand Man Films",https://www.netflix.com/watch/70065116,https://www.imdb.com/title/tt0465494,"When a gun for hire gets tangled in a political takeover, he tries to uncover who set him up while battling newfound feelings for a beautiful woman.",161042.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZSuMFgPEfodeqFVW8IwoUT4e2EV6zFCUf_A4V-44BGbTsXxnYCt0gseP-L9mhQMRDQ1CD7_DN4FRmaUt2otRZzIJg.jpg?r=582,http://ia.media-imdb.com/images/M/MV5BMDlmMmZhZjQtZDhlMi00MzU0LWIwYjMtNDRhOGE5YzczYjBmXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,https://www.youtube.com/watch?v=XJhNzHyq-IE,YouTube
Hellsing,"Animation, Action, Fantasy, Horror","TV Programmes,Action Anime,Anime Series,Horror Anime,Japanese TV Shows,TV Horror,Sci-Fi & Fantasy Anime,TV Shows Based on Manga,TV Shows Based on Comics",Japanese,Series,4.0,"Belgium,Hong Kong,France,Switzerland,Thailand,Netherlands,Singapore,India,Malaysia",< 30 minutes,,Kohta Hirano,"Fumiko Orikasa, Yoshiko Sakakibara, Steven Brand, Jôji Nakata",TV-MA,7.9,,,,,,04 Oct 2003,2015-04-14,,https://www.netflix.com/watch/80007226,https://www.imdb.com/title/tt0325547,"When the undead lay siege to England, the Hellsing Organization and a renegade vampire must stamp out the threat before things spin out of control.",14726.0,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYr9nhYXD_coupnjAjzXJFZRmoJzkcgjNUisq33XvDF8tq8xhLLRO-yzyv69e-20hP2jwn0Uf3_nPcVtEr3_KOvXnw.jpg?r=41e,https://images-na.ssl-images-amazon.com/images/M/MV5BNzFiODE0ZjgtNWE3ZC00YTNkLWFhNGItODZjY2NlYzJkODQ3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,,
Heartland,"Drama, Family","TV Dramas,TV Programmes,Canadian TV Shows,TV Shows Based on Books,Family Watch Together TV",English,Series,4.3,"United States,France,Australia,Mexico,India,Singapore,South Africa,United Kingdom,South Korea,Canada,Hong Kong,Argentina,Japan,Greece,Thailand,Turkey,Malaysia,Brazil,Israel,Colombia",< 30 minutes,,Murray Shostak,"Michelle Morgan, Amber Marshall, Graham Wardle, Shaun Johnston",TV-PG,8.4,,,27.0,63.0,,14 Oct 2007,2015-04-14,,https://www.netflix.com/watch/70171946,https://www.imdb.com/title/tt1094229,Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,9770.0,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbqfNzFfEqQd4IqJPSF4yXilYs-Y8X2VlOUpOzTpRfvPKlQgCQCHCqyN0s6ekwbRuGK_cpDHKAMfT_BmKCw-k5BuTA.jpg?r=7d6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MDIwMzE0OF5BMl5BanBnXkFtZTgwMTE1ODY5ODE@._V1_SX300.jpg,,
Trigun,"Animation, Action, Comedy, Drama, Sci-Fi","TV Programmes,Crime TV Programmes,Anime Action,Anime Series,Japanese TV Programmes,Sci-Fi & Fantasy Anime,TV Programmes Based on Manga","Tagalog, Spanish, Italian, German, French, Japanese, English",Series,4.2,"Hong Kong,South Korea,India,Thailand,United Kingdom,Switzerland,Germany,Singapore,Malaysia",< 30 minutes,,Yasuhiro Nightow,"Johnny Yong Bosch, Hiromi Tsuru, Dean Wein, Masaya Onosaka",TV-14,8.3,,,,,,01 Jan 2003,2015-04-14,,https://www.netflix.com/watch/70202899,https://www.imdb.com/title/tt0251439,"An outlaw named Vash the Stampede, who has a massive price on his head, wanders from town to town on a deserted planet that resembles the Wild West.",19292.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABULN2JkXHV3XLNDl0x3fOtDJl6GOVe9t-zsgPaFWyOTsArQbNYKXQ96SpALvA3Mtli1gc0Ch_q6-Q5BGwfA_HWzlNA.jpg?r=3c1,https://images-na.ssl-images-amazon.com/images/M/MV5BZjYzY2FmZDgtOTY0NS00NzI1LWFhZTAtZmI5NDQ3YTYwNjA1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,,
Generation Um...,Drama,"Dramas,Independent Films",English,Movie,4.2,India,1-2 hour,Mark Mann,Mark Mann,"Adelaide Clemens, Daniel Sunjata, Bojana Novakovic, Keanu Reeves",R,4.0,0.0,25.0,,,,28 May 2013,2015-04-14,Voltage Pictures,https://www.netflix.com/watch/70271598,https://www.imdb.com/title/tt1718158,"In the wake of an all-night party in New York City, John and his beautiful friends Mia and Violet have a series of frank conversations.",3865.0,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbrYGx_f-fwrnUQbFoMccWpnNS7uBm3fe4LcTX2ZDLqO7KMHNPzAT4FqptDh70MYcqo9KSM1nptGOrkrqxWQQQJDoA.jpg?r=57e,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2OTk0MzQzNF5BMl5BanBnXkFtZTcwNTQxNTgxOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=nqZqtwpkwww,YouTube
Glory,"Biography, Drama, History, War","Award-winning Movies,Academy Award-Winning Films,Golden Globe Award-winning Films,Military Dramas,Movies Based on Real Life,Social Issue Dramas,Dramas,Movies Based on Books,Period Pieces,Classic Dramas,Classic Movies,Tearjerkers,Classic War Films,Award-winning Dramas,Historical Movies,Historical Dramas",English,Movie,4.2,"Sweden,Russia,Germany,Switzerland,Lithuania,Poland,Czech Republic,Hungary,Canada,Slovakia,Netherlands,Italy,Israel,Greece,France,Romania,Belgium,South Africa,United Kingdom",> 2 hrs,Edward Zwick,"Peter Burchard, Kevin Jarre, Robert Gould Shaw, Lincoln Kirstein","Cary Elwes, Denzel Washington, Morgan Freeman, Matthew Broderick",R,7.8,93.0,78.0,14.0,18.0,"$26,979,166",16 Feb 1990,2015-04-14,TriStar Pictures,https://www.netflix.com/watch/547335,https://www.imdb.com/title/tt0097441,This stirring drama follows the first African-Americans to serve in combat during the Civil War -- and shows how they helped turn the tide of the war.,123569.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVxie-BIgrAiVBvp7J58F31YA3KEtHmqBTW7ymRwQR-OQG48vxNnHg3oA5H3nxkMXd634N4wmEVtHyygBlh7PYvvtQ.jpg?r=00c,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNDEwZGItZGI1Yy00YjU0LTlkY2YtMGEzODQ0ZjZjMzBhL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,https://www.youtube.com/watch?v=0hVrYRqeT5M,YouTube
Jack the Giant Slayer,"Adventure, Comedy, Family, Fantasy","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Action,Adventures,Romantic Films,Action & Adventure,Blockbuster Action & Adventure,US Movies",English,Movie,2.7,"Portugal,France,Belgium,Japan,Brazil,Spain,Israel,Argentina,Turkey,Mexico,Colombia",1-2 hour,Bryan Singer,"Darren Lemke, David Dobkin, Dan Studney, Christopher McQuarrie","Stanley Tucci, Ewan McGregor, Nicholas Hoult, Eleanor Tomlinson",PG-13,6.2,52.0,51.0,1.0,4.0,"$65,187,603",01 Mar 2013,2015-04-14,"Original Film, Bad Hat Harry, Big Kid Pictures",https://www.netflix.com/watch/70213512,https://www.imdb.com/title/tt1351685,"After he accidentally opens a gateway that allows giants to enter the kingdom, farm boy Jack seeks to undo the damage and rescue a kidnapped princess.",132163.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXI4GOiGmVqk_93imB6zajTkv7VabBdbCsvz-Fb8wjSk5R_aW78J6ZmulbOg7uAxF0awsoHn9H2EDvJT-8YVlYZE6Q.jpg?r=516,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDMxMjI0OV5BMl5BanBnXkFtZTcwMjQyMDExOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=xpkcEIsgGmU,YouTube
Machine Gun Preacher,"Action, Biography, Crime, Drama","Action,Action Thrillers,Movies Based on Real Life,Action & Adventure,Military Action & Adventure,Social Issue Dramas,Dramas","English, Arabic, Acholi",Movie,2.3,"Hong Kong,Italy",> 2 hrs,Marc Forster,"Ian Urbina, Jason Keller","Gerard Butler, Kathy Baker, Michelle Monaghan, Michael Shannon",R,6.8,28.0,43.0,,2.0,"$538,690",02 Nov 2011,2015-04-14,"Safady Entertainment, Relativity, GG Filmz, Apparatus",https://www.netflix.com/watch/70189903,https://www.imdb.com/title/tt1586752,"Gerard Butler stars in this true-life story of Sam Childers, a former drug dealer who dedicates his life to rescuing child soldiers in the Sudan.",63241.0,https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbhcE-BFSu7uiDEKW-XmnFY_0xoFZKSqv2DskB7ocM8ZxAyUTK_T2ABWNWFmLv-DS9SiRdDcOrRTr7pKJMn18TUBdA.jpg?r=23d,https://images-na.ssl-images-amazon.com/images/M/MV5BNDI0NDMzMDU3N15BMl5BanBnXkFtZTcwMTIzNjQzNg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=BTvoaaE98DE,YouTube
Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller","Action,Action Thrillers,Blockbuster Movies,Action & Adventure,Comic Book and Superhero Films","English, Romanian",Movie,1.6,"Canada,Hungary,Australia,Sweden,Spain,Romania",1-2 hour,"Mark Neveldine, Brian Taylor","Seth Hoffman, David S. Goyer, Scott M. Gimple","Nicolas Cage, Idris Elba, Ciarán Hinds, Violante Placido",PG-13,4.3,18.0,34.0,,4.0,"$51,774,002",17 Feb 2012,2015-04-14,"Columbia Pictures, Crystal Sky, Hyde Park Entertainment",https://www.netflix.com/watch/70178615,https://www.imdb.com/title/tt1071875,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",111138.0,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV5F8mRWCusU_c-2fkgzaYKcVBrBqfTQBkG0ZqBdfRUQ9ADzbWpNgs4nZqNQHBt7G1JLacMGeWCjjyWS-vBpDsbVAg.jpg?r=6f5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNDM5MDEzOF5BMl5BanBnXkFtZTcwNDEyNTUxNw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=pOvfmpgbzHI,YouTube
Green Lantern,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action,Action Thrillers,Sci-Fi Thrillers,Blockbuster Movies,Action & Adventure,Adventures,Sci-Fi,Alien Sci-Fi,Sci-Fi Adventure,Comic Book and Superhero Films,Blockbuster Action & Adventure,US Movies",English,Movie,2.0,"Hungary,Romania,Portugal,Belgium,France,Switzerland,Brazil,Czech Republic,Spain,Germany,Poland,Argentina,Slovakia,Mexico,Colombia,Japan",1-2 hour,Martin Campbell,"Marc Guggenheim, Michael Green, Michael Goldenberg, Greg Berlanti","Peter Sarsgaard, Mark Strong, Blake Lively, Ryan Reynolds",PG-13,5.5,26.0,39.0,3.0,6.0,"$116,601,172",17 Jun 2011,2015-04-14,De Line Pictures,https://www.netflix.com/watch/70143807,https://www.imdb.com/title/tt1133985,A talented test pilot is chosen by alien warriors to become their representative on Earth and uses his new powers as the Green Lantern.,267220.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdI1-smNC-ZvCTEpeAPo9pq8ikMj7QEN9Z_VR1hvk8UvkqHC6UMpLGAYKa4eiZnmD_sOke9hdLNVV_8Js6S-bBTs-A.jpg?r=a46,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTg3OTM5Ml5BMl5BanBnXkFtZTcwNzczMjEyNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=W7w07MLhhb4,YouTube
Pettson och Findus - Kattonauten,"Animation, Family","Scandinavian Films,Children & Family Films,Films for ages 8 to 10,Films for ages 5 to 7",Swedish,Movie,7.9,Sweden,1-2 hour,"Torbjörn Jansson, Árpád Szabó, Albert Hanan Kaminski","Torbjörn Jansson, Sven Nordqvist","Kalle Lundberg, Tord Peterson, Mona Seilitz, Gunnar Uddén",,6.1,,,,1.0,,27 Oct 2000,2015-04-14,,https://www.netflix.com/watch/80007965,https://www.imdb.com/title/tt0268531,"Eccentric old farmer Pettersson and his cat, Findus, have hilarious adventures camping in the woods while waiting for a letter from the king.",319.0,http://cdn1.nflximg.net/images/9727/9989727.jpg,http://ia.media-imdb.com/images/M/MV5BMjIwOTI4NDc4Ml5BMl5BanBnXkFtZTgwMjE2NTAzMTE@._V1_SX300.jpg,,
Fame,"Comedy, Drama, Musical, Romance",Dramas,English,Movie,1.9,South Korea,1-2 hour,Kevin Tancharoen,"Christopher Gore, Allison Burnett","Asher Monroe, Naturi Naughton, Kay Panabaker, Walter Perez",PG,5.1,24.0,39.0,,2.0,"$22,455,510",25 Sep 2009,2015-04-14,Lakeshore Entertainment,https://www.netflix.com/watch/70109428,https://www.imdb.com/title/tt1016075,"A host of contemporary dancers, musicians and actors shine in this updated take on the musical about a New York City performing arts high school.",15962.0,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTkOMLH63wjoCJh4kcIl-siiwi9z2cSvBeENZkEX3A1_umBzbxqXDdS9Y5xe4AVhd4T42ERbiai0maDWrK8NwMqrqtLDvX8.jpg?r=77b,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NjE1NjY0OF5BMl5BanBnXkFtZTcwMDQ3ODg3Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ua0iO-JQwAg,YouTube
Full Metal Panic!,"Action, Comedy, Romance, Sci-Fi, Animation","TV Programmes,Action Anime,Anime Series,Japanese TV Shows,Sci-Fi & Fantasy Anime,School Anime,Anime based on Light Novels","Japanese, English",Series,6.7,"South Korea,Italy",< 30 minutes,,,"Satsuki Yukino, Jason Douglas, Tomokazu Seki, Yukana",TV-14,7.6,,,,,,10 Jun 2003,2015-04-14,,https://www.netflix.com/watch/70204978,https://www.imdb.com/title/tt0328739,"Popular high school student Kaname Chidori possesses the powers of the Whispered, making her a target of a deadly terror organization.",4235.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbVofGPJzFM0AYm_avZ2ttrsjiAucAv5GirwCYhqbeQvP4SJGOJIQrDS2TGS6J_VD4C3Uf3ZjmGGBfNdRbmEqnq3Vg.jpg?r=37e,https://images-na.ssl-images-amazon.com/images/M/MV5BZmFkODE2MzUtZDlmYi00MDM4LWFkYmYtOWI4YTRhM2EzOWI5XkEyXkFqcGdeQXVyMjc4OTQ1OTA@._V1_SX300.jpg,,
Fireman Sam: The Great Fire of PontyPandy,"Animation, Action, Adventure, Family","Films for ages 2 to 4,British Films,Children & Family Films,Films for ages 5 to 7,Education for Kids",English,Movie,8.2,Sweden,1-2 hour,"Becky Bristow, Jerry Hibbert","Rob Lee, Dave Jones, Dave Ingham, Dave Gingell","Lily Cassano, David Carling, Jonah Ain, Margaret Brock",Not Rated,6.4,,,,,,08 Jan 2015,2015-04-14,,https://www.netflix.com/watch/70307402,https://www.imdb.com/title/tt1857702,"Norman Price and his friend, Derek, accidentally create a raging wildfire that threatens Pontypandy. Sam considers an offer to leave Pontypandy.",84.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSt_W3i2xuK3T64NSlz_HthAB-x2TaA40uDgwZnIekLj9GL9DenF2Id8Vz0bAy9rYTzyC9SS5VKbTIUHmuJurzEpUg.jpg?r=122,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MDk5NDczOF5BMl5BanBnXkFtZTgwODA2Mjg1MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=HSC28g7qQqw,YouTube
The Hills Have Eyes,"Action, Adventure, Horror, Thriller",Horror Films,English,Movie,2.8,"Hong Kong,Thailand,Singapore,Malaysia",1-2 hour,Alexandre Aja,"Alexandre Aja, Wes Craven, Grégory Levasseur","Maxime Giffard, Ted Levine, Tom Bower, Michael Bailey Smith",R,6.4,52.0,52.0,2.0,13.0,"$41,778,863",10 Mar 2006,2015-04-14,Craven-Maddalena Films,https://www.netflix.com/watch/70044871,https://www.imdb.com/title/tt0454841,"Traveling to California, an unsuspecting suburban family is being tracked by a group of hill dwellers who could attack them at any moment.",158947.0,https://occ-0-299-1001.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRyrLHOfffzv7IDWXG_NOKwGynwgIRC6-gg9mvRMK95UTJENzciLWKae9Nn7w5i-flnsoxGO58EAISHd7ua5l2XTvYxnqwk.jpg?r=e00,https://images-na.ssl-images-amazon.com/images/M/MV5BMzk0MTg5MzEyOF5BMl5BanBnXkFtZTcwNDUyMzIzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=xNw6197sycg,YouTube
